2025-01-27 13:27:07,277 Tello instance was initialized. Host: '192.168.10.1'. Port: '8889'.
2025-01-27 13:27:07,490 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:07,816 Drone connection closed gracefully
2025-01-27 13:27:07,817 ------------------------------------
2025-01-27 13:27:19,227 Tello instance was initialized. Host: '192.168.10.1'. Port: '8889'.
2025-01-27 13:27:19,354 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:19,612 Drone connection closed gracefully
2025-01-27 13:27:19,613 ------------------------------------
2025-01-27 13:27:40,394 Tello instance was initialized. Host: '192.168.10.1'. Port: '8889'.
2025-01-27 13:27:40,553 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,568 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,585 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,599 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,616 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,634 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,660 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,687 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,702 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,720 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,733 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,743 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,751 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,769 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,779 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,786 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,795 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,803 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,813 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,819 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,827 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,833 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,840 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,848 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,854 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,863 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,872 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,881 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,887 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,895 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,901 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,909 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,916 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,922 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,932 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,939 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,950 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,956 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,963 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,969 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,977 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,986 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:40,993 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,000 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,005 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,012 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,020 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,027 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,033 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,039 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,045 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,053 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,059 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,066 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,071 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,078 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,084 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,090 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,100 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,105 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,112 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,118 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,124 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,131 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,139 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,145 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,151 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,157 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,163 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,169 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,175 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,182 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,188 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,194 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,200 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,206 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,215 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,221 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,228 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,233 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,239 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,246 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,252 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,257 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,265 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-01-27 13:27:41,270 Sending RC control: lr=0, fb=0, ud=0, yaw=0
